Author(s) ID,Link
"55879271900;54417820200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048589915&doi=10.1016%2fj.amc.2018.05.036&partnerID=40&md5=a974fc8a537aace532ad91d9a3e070b6"
