Author(s) ID,Link
"10739384500;10739089200;35784693200;24449071100;25226437100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063138537&doi=10.1109%2fICSENG.2018.8638201&partnerID=40&md5=fe92db340ccff755d86018dee4a9fd65"
"57192371790;10739384500;10739089200;35784693200;25226437100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043385451&doi=10.1109%2fICSEng.2017.54&partnerID=40&md5=b79e02d35ef2bec9a87fe6c8738d36ac"
