Authors,Link
"Radecki A., Bujacz M., Skulimowski P., Strumiłło P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069870746&doi=10.1111%2fbjet.12852&partnerID=40&md5=b0a92699906a0a80d7b59dbb4375e8ac"
"Prędka E., Brański A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081933996&doi=10.24425%2faoa.2020.132484&partnerID=40&md5=19e84814eb700094880fec4f86819f8f"
"Mieczkowski G., Borawski A., Szpica D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077589570&doi=10.3390%2fs20010222&partnerID=40&md5=6bc705856f8131a92e6614f0e9904e9b"
"Li R., Chen H., Peng Y., Li J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072261230&doi=10.1049%2fcje.2019.03.024&partnerID=40&md5=311247c8f210ed83702fd3072babafa1"
"Dubey M.K., Panda S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070402870&doi=10.1177%2f1045389X19862638&partnerID=40&md5=02bdb2e8cbad78a664275481b03f3f43"
"Liu G., Zhang M.-K., He Y., Liu Y., Li X.-R., Wang Z.-L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068146115&doi=10.21037%2fgs.2019.05.01&partnerID=40&md5=7af3b5df5a81105cc3a2713897696d17"
"Wen L., Tan C., Dong F., Zhao S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072836585&doi=10.1109%2fI2MTC.2019.8827120&partnerID=40&md5=fb620ebc21920e9444180670b07dc33c"
"Shih O., Rowe A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066635031&doi=10.1145%2f3302506.3310407&partnerID=40&md5=0d76d03c5ae2bab816f43819afa2f668"
"Rabbani V., Bahari A., Hodaei M., Maghoul P., Wu N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054315896&doi=10.1016%2fj.compositesb.2018.09.033&partnerID=40&md5=d79e08e81599f49ab657121640b0227a"
"Staszewski W., Gudra T., Opieliński K.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078573210&doi=10.24425%2faoa.2019.129721&partnerID=40&md5=3ec5286e3d7c956957af8278080ab418"
"Sabiniok M., Opieliński K.J., Lis S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078568780&doi=10.24425%2faoa.2019.129723&partnerID=40&md5=3a106dc95a3f404f16a3be0ec0a69a17"
"Opieliński K.J., Pruchnicki P., Wiktorowicz A., Jóźwik M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048497113&doi=10.1007%2f978-3-319-91211-0_11&partnerID=40&md5=ebef1b80f02386acb9ee937729548b95"
"Opieliński K.J., Wrzosek M., Nicpoń J., Podgórski P., Świetlik T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079859323&partnerID=40&md5=b2d099fcc960904adfa0962f23f72a72"
"Abjadi A., Jabbari M., Khorshidvand A.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079373813&doi=10.2298%2fTAM190911012A&partnerID=40&md5=e3de9517a31ae721b075aa92c0617fbe"
"Shahrokhi M., Jomehzadeh E., Rezaeizadeh M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062471355&doi=10.1177%2f1099636218823548&partnerID=40&md5=4281a0a93d2f920d90e9a048567f1a43"
"Li R., Chen H., Peng Y., Li J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069560795&doi=10.1049%2fcje.2019.05.008&partnerID=40&md5=7d4a1855fabed7bf8409c379ccae944c"
"Vairavan R., Abdullah O., Retnasamy P.B., Sauli Z., Shahimin M.M., Retnasamy V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062909119&doi=10.2174%2f1573405613666170912115617&partnerID=40&md5=88d1f879f5d4732b352400b8d1b1272e"
"Pleban D., Mikulski W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059972106&doi=10.2478%2fscjme-2018-0047&partnerID=40&md5=3ebbebaf500141df24cbab935f1e5cb4"
"Opieliński K.J., Celmer M., Bolejko R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057253727&doi=10.1109%2fACOUSTICS.2018.8502426&partnerID=40&md5=bd397b2016f5820cfb4ec5199a824b49"
"Rajagurunathan M., Raj Kumar G., Vijayanandh R., Vishnu V., Rakesh Kumar C., Mohamed Bak K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069669469&partnerID=40&md5=7d4cd30e024f60f5fa37ebb27961a654"
"Kaczmarek K., Hornowski T., Dobosz B., Józefczak A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053053160&doi=10.3390%2fma11091607&partnerID=40&md5=10721bf780c57fc1f62a71284d03e876"
"Park C.Y., Sung J.H., Jeong J.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052472168&doi=10.1016%2fj.sna.2018.08.008&partnerID=40&md5=78ab9a81df2361562746fffdf8c97fad"
"Strumillo P., Skulimowski P., Bujacz M., Obuchowicz M., Borowiecka I., Holak M., Radecki A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052749785&doi=10.1109%2fHSI.2018.8431362&partnerID=40&md5=9f0842613beb72dfebecb4124af98ab3"
"Hu Y., Wang W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056662136&doi=10.16183%2fj.cnki.jsjtu.2018.08.001&partnerID=40&md5=3e2207afe39c9417d22430da3ce628b1"
"Opieliński K.J., Pruchnicki P., Szymanowski P., Szepieniec W.K., Szweda H., Świś E., Jóźwik M., Tenderenda M., Bułkowski M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024912386&doi=10.1016%2fj.compmedimag.2017.06.009&partnerID=40&md5=45ea420fc954bc527f22130d1f292572"
"Holman S., Uhlmann G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044502929&partnerID=40&md5=cf554fceef9dcb7aa458b506b77857ee"
"Staszewski W., Gudra T., Opielinski K.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054018681&doi=10.24425%2f123917&partnerID=40&md5=df7cf0ffafdd0ca78cac4fb29aed6fdf"
"Majchrzak A., Chojnacki B., Sobolewska M., Baruch K., Pilch A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059436653&partnerID=40&md5=6d2d199c6431017e3c8f122d05cf5452"
"Jendo J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048376700&doi=10.1117%2f12.2317906&partnerID=40&md5=b6307071342de82ce6de4069aaa2f9ec"
