Author(s) ID,Link
"23493881900;7003351322;56019647800;57195431970;6602250192;56019072200;56688528800;57205747535;7006609635;6701491319;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931264422&doi=10.1016%2fj.msec.2015.06.013&partnerID=40&md5=4cc1d3aa964e026262094e78768ad14c"
