Author(s) ID,Link
"57202847265;37027150700;57210334603;57188591372;57211314383;6507985157;7003517745;27168745400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073416881&doi=10.1039%2fc8np00080h&partnerID=40&md5=c90e6804d77dd6c6b4ba9a7ff87f8b37"
"56248666300;57204515317;57193903943;7402656734;57208607463;14219179200;56576619200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068591712&doi=10.3390%2fmd17070388&partnerID=40&md5=b57895a9e4868b3e0cb014d698954b29"
"56497198400;23397580600;57202380626;6507160204;7005897229;35228815600;23071348000;16175086500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048107875&doi=10.1515%2fznb-2018-0008&partnerID=40&md5=1b8d2f8b22705628044e26aeefaa3fbc"
"12807558000;56037523200;15725509900;8637795100;7404083567;26656530300;57195233303;38162277500;39761454600;7004388517;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026387194&doi=10.1038%2fs41598-017-06390-x&partnerID=40&md5=980f7fb81c6a10d71451f919ee5fa6b2"
"6505898399;6602413319;7102259646;6602566119;7004115967;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937034731&doi=10.1016%2fj.ejsobi.2015.07.001&partnerID=40&md5=7344b37a79d4fb97b749feda273c105d"
"11339794500;55882050300;57207636051;55964030500;6701453755;7004158630;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890256448&partnerID=40&md5=f3ab39c864ebaa0b2c21088030c63335"
"55502866600;34869175200;7405591635;37003008700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952163191&partnerID=40&md5=72363614b281b7482efa3eb8b0c5f812"
"57034333100;6603616162;36028185200;7006188688;57196794820;7004399281;7005782163;57196785035;6602897496;7004115967;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952296936&doi=10.1134%2fS0003683810020067&partnerID=40&md5=c9224e1b02e83ccc4e287570e12c0d47"
"7006188688;6602413319;7102259646;57215825528;7201463451;6603616162;57034333100;9038190900;7004115967;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66949142200&doi=10.1134%2fS0003683809020082&partnerID=40&md5=180ba505955d70a46f05ff4966e5429d"
"6701727724;6602413319;8378908400;23137733700;26032636800;7005525563;7004115967;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949088570&doi=10.1134%2fS002626170901007X&partnerID=40&md5=8ba4797cc441d06bcfc5d675f4857fa4"
