Author(s) ID,Link
"7006483757;56897155600;56897109300;56966267200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947436159&doi=10.12911%2f22998993%2f60469&partnerID=40&md5=b5a3f6c033d61562bba4380f59270957"
