Author(s) ID,Link
"56963067400;36726310000;56963160100;57190872031;56963155600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983604618&doi=10.1109%2fAPEMC.2016.7522737&partnerID=40&md5=f2fd9b59bd9415756ee243aed6b14fd9"
