Author(s) ID,Link
"7006198153;24721551200;23014504500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033181503&doi=10.1080%2f000187399243419&partnerID=40&md5=afa0194f8abb618db3d6c7fb66300d5d"
"7004256441;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025522818&doi=10.1016%2f0304-8853%2890%2990693-K&partnerID=40&md5=0c1f6bbb79b6741b9210b8f5a73fc71b"
"7004256441;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024899660&doi=10.1016%2f0304-8853%2889%2990164-9&partnerID=40&md5=0151eb241cd733114b72af57516e95de"
