Author(s) ID,Link
"56594458000;57216281745;6602134340;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083016156&doi=10.1016%2fj.micromeso.2020.110195&partnerID=40&md5=007679c3c870fe86321ed84274e02670"
"57204762820;35237914200;57189469264;55972709700;57196108044;57201077199;55949411700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080122303&doi=10.1016%2fj.jclepro.2020.120778&partnerID=40&md5=82d370a3419428fc4ffdd6d6b4f8bee0"
"57211004572;56497089900;57195109945;6507845763;36920992800;36149055300;36987882300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077651746&doi=10.1016%2fj.scitotenv.2019.136365&partnerID=40&md5=966848e47a9eb59c55ac8a5ae62b6b24"
