Author(s) ID,Link
"56580961700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926294607&doi=10.1115%2fIMECE2014-37542&partnerID=40&md5=d7f53bf8eecbfbbfa794968ea1318c0d"
