Author(s) ID,Link
"57212619795;57203028384;57191618478;57190306185;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077238084&doi=10.1016%2fj.petrol.2019.106828&partnerID=40&md5=09066bdfde6fd336c1e925c72019cc19"
"55468423900;57205518749;53463549700;15077176100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060362033&doi=10.1080%2f25726641.2018.1505206&partnerID=40&md5=85d1527ce82cba6efdcf5263b0121eac"
