Author(s) ID,Link
"57209510446;21833804100;57193802123;56694052200;6602002098;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067927450&doi=10.1016%2fj.applthermaleng.2019.114014&partnerID=40&md5=a983d32f2822432289fdce184b6a9593"
