Author(s) ID,Link
"57203153414;22951490400;6507665168;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057959209&partnerID=40&md5=cfd7772cbc6f313d9e534e729770751b"
"18344441900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905017847&doi=10.1016%2fj.conbuildmat.2014.06.077&partnerID=40&md5=c6c211f2b3ad7fde52ae0c4b7c62cb19"
"18344441900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921528976&doi=10.2478%2fs13531-013-0177-7&partnerID=40&md5=627145f2bb3e236c9908dc8cc7f16dfd"
