Author(s) ID,Link
"57190344886;55513082200;55826233100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082106749&doi=10.3390%2fcomputers9010020&partnerID=40&md5=e536cb442fa01df3dac8dd2f57c07fab"
"57202215428;6603235319;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068317866&doi=10.1007%2f978-3-030-21077-9_6&partnerID=40&md5=7f3b323b4e3fbf7bca4771def949ebfe"
"24521608200;56563009500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983384282&partnerID=40&md5=5c8b7153a3339b24fe92a9536ff136e1"
