Author(s) ID,Link
"56459002600;10739384500;10739089200;35784693200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919609133&doi=10.1088%2f1742-6596%2f570%2f6%2f062005&partnerID=40&md5=c30a514fc066123c9ce11aac91fccff0"
"56610145100;10739089200;10739384500;35784693200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899919335&doi=10.1007%2f978-3-319-05476-6_50&partnerID=40&md5=485df3fa0855b246b5610d3434560843"
