Author(s) ID,Link
"55576270000;57206548103;55574870200;7201591491;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873108442&partnerID=40&md5=9be56294df2dd4df9feb06958340769d"
"9733462500;7003531052;36191816000;7403321862;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649106934&doi=10.1109%2fJLT.2008.922213&partnerID=40&md5=f792bf5714994b4e74a2293a528e6875"
