Author(s) ID,Link
"55126280400;11339867200;23068022900;8971622000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37049085758&partnerID=40&md5=e2a1d44a9b5179c6fe79491b3e95e85d"
