Author(s) ID,Link
"15822068200;56520512000;56903519800;44461039200;6508241824;57199833994;37030743200;56594237500;24721263100;24344561500;26643353200;57213047667;7103327518;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079703711&doi=10.1038%2fs41598-020-59792-9&partnerID=40&md5=a2f1f3970a3889809a997e315a6f26c7"
