Author(s) ID,Link
"55412149200;6602548028;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878577787&partnerID=40&md5=7db86963ea877d4e54653f83b833823b"
"7005993345;56207873400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037474863&doi=10.1016%2fS0584-8547%2803%2900005-3&partnerID=40&md5=1ab63722d31b84b6117762dae2d8382a"
