Author(s) ID,Link
"57216207374;57188571965;57216209775;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082809389&doi=10.6688%2fJISE.202003_36%282%29.0007&partnerID=40&md5=ba750b8d2b99a2f10bca142c7a9f09b7"
"57203029271;6507727793;35321805400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057139014&doi=10.1007%2f978-3-030-01177-2_95&partnerID=40&md5=8863706ea88c6dea4391f5d811097b36"
