Author(s) ID,Link
"22735032300;12766263300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060998484&doi=10.3390%2fpolym11020242&partnerID=40&md5=5ff295ea6b1addaa77da82e1f8585d37"
"41662494600;7003668295;6602095823;55624203700;41262758800;7005664824;6603889921;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060813397&doi=10.1155%2f2019%2f5430904&partnerID=40&md5=91599c11d2e0aeefe4ad14f3e6c34ef7"
"6603889921;41662494600;55624203700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048012195&doi=10.1007%2fs10973-018-7417-2&partnerID=40&md5=4aad43316f65ef571f1c506197281baf"
"57202988054;8923670300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050074725&doi=10.1016%2fj.eti.2018.06.015&partnerID=40&md5=279786f3ac7164fd74c73311a1f5ac5c"
"23003683300;6602158315;6602735315;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941423156&doi=10.1080%2f00958972.2015.1076806&partnerID=40&md5=5afbd420dd9bb6f9d034bb0915fd1815"
"57192975360;8358400700;6602956099;53163097400;6603392730;55931043300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901300518&doi=10.1063%2f1.4730663&partnerID=40&md5=7b2a874e7ad78ac6fb63d0c730b90560"
"6602572874;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954788175&doi=10.1039%2fb920669h&partnerID=40&md5=aaf02aab9bb725c9b2daf59cfc357475"
