Author(s) ID,Link
"57204761875;57193118654;8691359000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079847629&doi=10.1002%2faoc.5578&partnerID=40&md5=53eeee233337ef48e25957a0a4ca00d0"
"56662653400;57194115102;57214914479;56454650600;20436968300;7102262033;10539429300;34977231400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079503793&doi=10.3390%2fcatal10020195&partnerID=40&md5=2ac57c282c1bf33de1813db06151efa9"
"57208212173;55210010000;6506985607;57193853955;25959662200;55763004500;57200838254;25632158200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078321571&doi=10.3390%2fcatal10010039&partnerID=40&md5=f6897e027f8c290b0dcfdef878bf3423"
