Author(s) ID,Link
"57200318092;6603825353;57196053389;57191405762;7003342909;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031413240&doi=10.1007%2f978-3-319-68069-9_21&partnerID=40&md5=ca1267996c0cf332146e3b35cd4ed4e6"
