Author(s) ID,Link
"8625128500;35587250500;56614355000;6602653852;6602644694;57195076824;7004005301;36703976400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919942037&doi=10.1115%2f1.4004647&partnerID=40&md5=806147c09e9b07bcbc44743ba8e3b031"
