Author(s) ID,Link
"56890401400;26022764500;8640404200;57203519425;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027520301&doi=10.1109%2fTITS.2016.2604043&partnerID=40&md5=58dadd8f3e86318e076dec139d0b2fa3"
"56890401400;26022764500;8640404200;57203519425;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947704756&doi=10.1109%2fICCW.2015.7247535&partnerID=40&md5=45a7a9037175f1014517a2a1e53e4b89"
