Author(s) ID,Link
"56583050000;57196164807;24773613600;56110055600;7004323439;6701813167;7102126146;7404435233;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054469655&doi=10.1002%2fpssa.201800495&partnerID=40&md5=0f223be145a0ce12bf7d537c3bb028c5"
