Author(s) ID,Link
"57210428818;55700278300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070703959&doi=10.1016%2fj.solener.2019.08.023&partnerID=40&md5=783fa81cff28c6c128bf74487932e0fb"
