Author(s) ID,Link
"57213434417;57212766213;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077398274&doi=10.1177%2f0954406219896818&partnerID=40&md5=0a2c964ba9a7ffe7992361dcf17ae994"
"57205453526;56545535000;57215025906;56502423400;57209446190;55782505800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078538108&doi=10.1088%2f1757-899X%2f710%2f1%2f012035&partnerID=40&md5=b6217e17945422f4487621fb2881829e"
"55782505800;55644074500;7003379335;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063295804&doi=10.1007%2f978-3-030-04975-1_16&partnerID=40&md5=451a84399fe7a32451ce73d73c790ca2"
"57207941319;23100578700;55644074500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063267932&doi=10.1007%2f978-3-030-04975-1_12&partnerID=40&md5=0b3455ed47e88f62918323a8250a5b67"
"55987918400;55210290200;14631598200;24474105000;57204003158;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060166155&doi=10.1109%2fNTAD.2018.8551643&partnerID=40&md5=47d9fcdf59d8c6939d4bfd6d6371f3c9"
"57191903891;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049324503&doi=10.1016%2fj.measurement.2018.06.056&partnerID=40&md5=bfc6e1f0753e8507b03e17e18fcffae0"
"24824306700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044132819&doi=10.1016%2fj.apacoust.2018.03.010&partnerID=40&md5=97a8afca751a13ac61302d831027f901"
"6602779459;7103350009;56790118000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044566740&doi=10.1016%2fj.acme.2018.01.011&partnerID=40&md5=6fae642b5bc060ea885e7069547ebb79"
"24824306700;24824536700;10738973000;54986553100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028440881&doi=10.1016%2fj.measurement.2017.08.036&partnerID=40&md5=5e2f3b7a6848f63d319ce6a5121907d2"
"56436478600;55908811100;6506657762;55320649200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054027944&doi=10.24425%2f123910&partnerID=40&md5=a13e8b6f96dca0dba42849330a5dee07"
"24824306700;24824536700;10738973000;54986553100;16304029400;54988242600;57200228906;57212299280;6602180207;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040357675&doi=10.1515%2famm-2017-0355&partnerID=40&md5=f3d33e5a381545455d41f5278261f24f"
"25652074600;57196461376;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033382557&doi=10.12693%2fAPhysPolA.132.944&partnerID=40&md5=f38ca5e92ec214444fa86d77b5857793"
"24824306700;10738973000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019114871&doi=10.1515%2fbpasts-2017-0023&partnerID=40&md5=14276310bd77bb6a932e3e95a3e4faac"
"24824306700;10738973000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006870230&doi=10.1016%2fj.infrared.2016.12.003&partnerID=40&md5=9cd231ec420aa62e344fd8db1b058e1b"
"7004352112;55644074500;57193955238;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017610351&doi=10.1515%2fpomr-2017-0007&partnerID=40&md5=77697b1c61001c9881610d648f8d39f9"
"55782505800;55644074500;7003379335;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017590719&doi=10.1515%2fpomr-2017-0006&partnerID=40&md5=170ffd3f6e785afe8292f83b4c583778"
"55782505800;7003379335;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015054844&doi=10.1515%2fijame-2017-0002&partnerID=40&md5=07dea2fa9a83efd5b901c48ef3f5d517"
"24824306700;10738973000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995938481&doi=10.1016%2fj.apacoust.2016.10.012&partnerID=40&md5=b805c09aa9a901f6cc025e5af8c486b9"
"6506376873;56681104400;57192156470;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025432022&doi=10.1007%2f978-3-319-50938-9_53&partnerID=40&md5=2b82766cc25a9d02871839fcce0169aa"
"55782505800;55644074500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025457580&doi=10.1007%2f978-3-319-50938-9_11&partnerID=40&md5=c1e8dec7325828b761b8cfd455b176a0"
"24824306700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002180254&doi=10.1515%2faee-2016-0051&partnerID=40&md5=c7f647f25e4bdb97dde29f4a15a951e1"
"24824306700;10738973000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977672318&doi=10.1016%2fj.measurement.2016.07.008&partnerID=40&md5=15d36505ee156dcff51f3cf24d5edfc3"
"24824306700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991728720&doi=10.17559%2fTV-20150328135652&partnerID=40&md5=9e4d34d9138b0003103f52e6c93f72d7"
"55644074500;55992942100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955088359&doi=10.15632%2fjtam-pl.54.1.251&partnerID=40&md5=eb8038c92c6f4722093ed74200485edb"
"56125607000;57200124340;57191162579;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987667533&doi=10.2507%2f26th.daaam.proceedings.042&partnerID=40&md5=bbf1ed83de104c7ab227b85fceca9008"
