Author(s) ID,Link
"56625219000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030642285&doi=10.1007%2fBF02697879&partnerID=40&md5=dcf9455406b3d545099f30e09447bd41"
"57206523303;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968468409&doi=10.1090%2fS0002-9939-1991-1072351-6&partnerID=40&md5=f7f7b4a56baa59251c496468c850af45"
"57208522538;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003208971&doi=10.1007%2fBF02384332&partnerID=40&md5=137a1d7dcff1c74c603108c2612fc0a4"
"6602080695;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966259275&doi=10.1090%2fS0002-9939-1990-1000154-6&partnerID=40&md5=a32d214141dfe4cac02eebb8802c4207"
