Author(s) ID,Link
"57203816437;7201458387;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074841393&doi=10.1002%2fcbic.201900544&partnerID=40&md5=4b7e0176c8c053733783034c137ffe18"
"57210543477;57203046448;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056694284&doi=10.1088%2f1361-6463%2faae558&partnerID=40&md5=67bfa888326aa3560cb59546bcb41d5e"
