Author(s) ID,Link
"6603887460;57212685367;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077304049&doi=10.1520%2fJTE20190578&partnerID=40&md5=f0d8818daa526a86db8fd324c14fdc65"
"42662041600;6603274299;6602310941;35218230700;23478672300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066109733&doi=10.1016%2fj.conbuildmat.2019.05.123&partnerID=40&md5=42d5bfa619a8f91fbd4c65cc2e0e30d8"
"57216070399;57211902067;57211901898;57211902090;6507370217;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075270141&doi=10.18494%2fSAM.2019.2370&partnerID=40&md5=3ae4de9e57cfcbea0f7ce3fcd19202b5"
