Author(s) ID,Link
"24822951400;8546425500;23006133800;7004399155;57197388912;7102462077;6603147557;12647411700;7003548729;56016618000;7402562828;7103022316;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75549085695&doi=10.1016%2fj.saa.2009.08.049&partnerID=40&md5=91041181addc6340c2f6218b82c8d41c"
