Author(s) ID,Link
"41761048300;57215189215;55930344300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080037610&doi=10.30534%2fijeter%2f2020%2f31822020&partnerID=40&md5=b48026f184d524e9c08d65f0c94ce3af"
"57193255476;26643001400;57202820639;39863329100;7405751902;35229553600;57210474707;57204977839;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068142863&doi=10.1007%2fs11666-019-00882-0&partnerID=40&md5=49832a65a7355b7451592a57e514f1f9"
"46261714900;37462588100;57204047085;57204050718;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054201145&doi=10.1016%2fj.acme.2018.09.003&partnerID=40&md5=a2d4ab2e5e1c3c5810cbd2ca3f332316"
"57193255476;56156112400;57200107975;57202643777;57202820639;39863329100;7405751902;57204977839;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049421314&doi=10.1016%2fj.jallcom.2018.07.009&partnerID=40&md5=160050c877111c6a394cce7f0ead76b2"
"56417127400;57203668109;8612854200;7006498792;55838224800;8661130400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042849737&doi=10.1016%2fj.applthermaleng.2018.04.033&partnerID=40&md5=9505d88e5348c9979cdb59769241deca"
"46261714900;37462588100;55903277000;57211951896;57190181824;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978209182&doi=10.1016%2fj.acme.2016.06.002&partnerID=40&md5=836458c95f3672700f1d1ddf2ed5856e"
"6504470092;57208328228;57197749211;15725493700;57197750910;57197749905;57197750503;57197749888;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034437567&partnerID=40&md5=638f6c19910f792a4921a00a2dbb202a"
