Author(s) ID,Link
"57194704322;56539603600;57190759314;57216548794;57189039577;57086435500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083839262&doi=10.3390%2fsu11247046&partnerID=40&md5=e50fc9fb93019f3da0f6e86aab726c10"
