Authors,Link
"Li C., Xue F., Zhou F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081699638&doi=10.1016%2fj.sjbs.2020.03.001&partnerID=40&md5=f1696818d5b621d9299a71108a6d3c8c"
"Joshi S., De Visser E.J., Abramoff B., Ayaz H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083203205&doi=10.1145%2f3371382.3377441&partnerID=40&md5=7aeaca0b3fa86abb300f3e37d794fb3c"
"Giuliani M., Szczęśniak-Stańczyk D., Mirnig N., Stollnberger G., Szyszko M., Stańczyk B., Tscheligi M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081983904&doi=10.1007%2fs12553-019-00399-0&partnerID=40&md5=a047e75817a618bb350ae6c1f041333b"
"Kreczmer B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082986998&doi=10.1007%2f978-3-030-40971-5_33&partnerID=40&md5=27c1056b436b62a5df7f5f23fd95f5b3"
"Rajai P., Straeten M., Alirezaee S., Ahamed M.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076338203&doi=10.1109%2fJSEN.2019.2938971&partnerID=40&md5=fca10415e95b0cdbd9d72fe6f2a5a565"
"Sénac T., Lelevé A., Moreau R., Novales C., Nouaille L., Pham M.T., Vieyres P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079618871&doi=10.3390%2fmti3030047&partnerID=40&md5=7d7f281e6b020d0831861765015257e6"
"Shimaya J., Yoshikawa Y., Kumazaki H., Matsumoto Y., Miyao M., Ishiguro H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062342303&doi=10.1007%2fs12369-018-0497-0&partnerID=40&md5=294674150e1a69031493912e2fa8220c"
"Kurnicki A., Stańczyk B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073480527&doi=10.14313%2fJAMRIS%2f2-2019%2f18&partnerID=40&md5=f1003a8f2c8bb9b001c67547dfb6c73d"
"Filippeschi A., Brizzi F., Ruffaldi E., Jacinto Villegas J.M., Landolfi L., Avizzano C.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068620344&doi=10.1080%2f01691864.2019.1635909&partnerID=40&md5=335558b76285551a95d7ff18b612c8d6"
"Ling K., Dai H., Liu Y., Liu A.X.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050238606&doi=10.1109%2fSAHCN.2018.8397099&partnerID=40&md5=6dd6a99580ff6cc59e26a1aef78aaa82"
