Author(s) ID,Link
"55925872500;14422787600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955202637&doi=10.1109%2fAFRCON.2011.6071963&partnerID=40&md5=e1229f7b93514e658be1c7703249a029"
"6506817874;7004117075;7101643360;23994770300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149293168&doi=10.1109%2fICSES.2008.4673469&partnerID=40&md5=5fdc6caec2b4cfd71ac69c2dff6924df"
"7004117075;6506817874;7101643360;23994770300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149108342&doi=10.1109%2fEURCON.2007.4400533&partnerID=40&md5=7d35b1d95a955d090c61a2e0a0fb7a3c"
