Author(s) ID,Link
"57210443937;7003794298;57204804425;55619595200;22033614300;7003308192;6506158411;6603478824;56269046200;18037974700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070760570&doi=10.1016%2fj.mcat.2019.110515&partnerID=40&md5=ed5a0c0558747789b95852e4f63e0fdb"
