Authors,Link
"Salehi S., Olyaeemanesh A., Mobinizadeh M., Nasli-Esfahani E., Riazi H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077691660&doi=10.1007%2fs40200-019-00482-3&partnerID=40&md5=383aee2d4e2e53a450961d710b64977b"
"Kim Y., Park J.-E., Lee B.-W., Jung C.-H., Park D.-A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050097566&doi=10.1177%2f1357633X18782599&partnerID=40&md5=d8875d41545e6ae482ef5444006b2e77"
"Hu Y., Wen X., Wang F., Yang D., Liu S., Li P., Xu J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048869882&doi=10.1177%2f1357633X18776823&partnerID=40&md5=cd942e9ae3cf509d8336108189d9439b"
"Huang J.-W., Lin Y.-Y., Wu N.-Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047658698&doi=10.1177%2f1357633X18775564&partnerID=40&md5=9d7a65d93f4750be227bbb8d3c7e655a"
"Tchero H., Kangambega P., Briatte C., Brunet-Houdard S., Retali G.-R., Rusch E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059542918&doi=10.1089%2ftmj.2018.0128&partnerID=40&md5=c6bec4faa7a2997417ac5b78eb77bf74"
"Barnard-Kelly K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067016775&doi=10.1089%2fdia.2019.0015&partnerID=40&md5=88f242dbf56a41a7e710641c86545279"
"Yoshida Y., Boren S.A., Soares J., Popescu M., Nielson S.D., Koopman R.J., Kennedy D.R., Simoes E.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065021640&doi=10.1007%2fs11892-019-1152-3&partnerID=40&md5=4cc0ac5eab89918bf198c21983b24026"
"Fediaeva V.K., Zhuravlev N.I., Galeyeva Z.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075040235&doi=10.14341%2fDM9941&partnerID=40&md5=7912e053f84f30f365fb72be3df1fbad"
"Yoshida Y., Boren S.A., Soares J., Popescu M., Nielson S.D., Simoes E.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055078174&doi=10.1007%2fs11892-018-1105-2&partnerID=40&md5=7ca850129122d9f07deb17e2353d4535"
"Wu C., Wu Z., Yang L., Zhu W., Zhang M., Zhu Q., Chen X., Pan Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056403054&doi=10.1097%2fMD.0000000000012962&partnerID=40&md5=b7a1717255b4faf2285f95a00a2d3cb3"
"Wosiak A., Glinka K., Zakrzewska D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021880567&doi=10.1016%2fj.compbiomed.2017.07.006&partnerID=40&md5=2e04a64ceac37dbfd62987e76e74e807"
"Macdonald E.M., Perrin B.M., Kingsley M.I.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021289293&doi=10.1177%2f1357633X17699990&partnerID=40&md5=08157d09859e2aad14c7d612ae79943c"
"Shen Y., Wang F., Zhang X., Zhu X., Sun Q., Fisher E., Sun X.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047531872&doi=10.2196%2fjmir.9133&partnerID=40&md5=5119c903f97af7120438150b0a329e32"
"Glinkowski W.M., Karlinska M., Karlinski M., Krupinski E.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043268323&doi=10.17219%2facem%2f74124&partnerID=40&md5=94525000b329fb5b673143c4e76cdf2f"
"Lu J.B., Danko K.J., Elfassy M.D., Welch V., Grimshaw J.M., Ivers N.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052606382&doi=10.1136%2fbmjopen-2017-018826&partnerID=40&md5=bcab8e153ed66a739ab072e62eba8ae9"
