Author(s) ID,Link
"56034675700;22937961500;55431569700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031911929&doi=10.1007%2fs10874-017-9371-y&partnerID=40&md5=f0d497ea7d059e3adcdc31220b0edcc9"
"56034675700;22937961500;55431569700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969963057&doi=10.1504%2fIJEP.2015.076589&partnerID=40&md5=842a5733ba7bf5e0fa03c042e9389fee"
"7004112668;6505880864;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895239940&partnerID=40&md5=8bf195d200e90f0b520b407ca400adc6"
"7201578846;7005904061;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349220712&doi=10.1007%2fs00703-009-0020-0&partnerID=40&md5=c29cae5d5917f53d7da54d98ddd2ac0d"
"23566350000;35738617000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749098370&doi=10.2175%2f106143009X12445568400458&partnerID=40&md5=35efe7de37de09b99acedc62fd03be6e"
