Author(s) ID,Link
"56797079700;7401503784;52264505600;56166742000;6701714025;55514781200;55496425300;7403196678;35310666200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941275129&doi=10.1001%2fjamaophthalmol.2015.2225&partnerID=40&md5=683cdeb681f1a175bda6f0eecf8ab011"
"13907378800;7201481952;8791955600;56003230300;35601121500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644792489&doi=10.1167%2fiovs.05-0209&partnerID=40&md5=65864cd84b3c54a24a6f10f6c06ff297"
"8271375500;7004235438;15122607600;55937790000;24367153700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-16644390182&partnerID=40&md5=b65d1ce73cb94b3714bdbe2b7db59e0d"
