Author(s) ID,Link
"57202317291;55225671600;57202318974;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047875926&doi=10.15199%2f48.2018.06.04&partnerID=40&md5=270bd60955021dc3f0c9562fc6e5f8c2"
