Author(s) ID,Link
"57212374723;12791301700;57198491983;57190049000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076548106&doi=10.1016%2fj.mcat.2019.110733&partnerID=40&md5=48ea618c59aea3e280a50468d2b0783e"
