Authors,Link
"Palomba V., Frazzica A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083659056&doi=10.1016%2fj.applthermaleng.2020.115336&partnerID=40&md5=6bc1f1eb9738cb0b2e085477cde3c331"
"Cacua K., Buitrago-Sierra R., Pabón E., Gallego A., Zapata C., Herrera B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080978333&doi=10.1016%2fj.ijthermalsci.2020.106347&partnerID=40&md5=36f7ef4fd8fe4515c3a6477df0cebab4"
"Elkholy A., Kempers R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079032606&doi=10.1016%2fj.expthermflusci.2020.110056&partnerID=40&md5=987ae47fd89f5870e1eba559de5d2b02"
"Bakthavatchalam B., Habib K., Saidur R., Saha B.B., Irshad K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081020199&doi=10.1016%2fj.molliq.2020.112787&partnerID=40&md5=db4663415d4a4e5d2339bb9884139543"
"Gadekula R.K., Dondapati R.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080036730&doi=10.1016%2fj.physc.2020.1353618&partnerID=40&md5=eb26ef0269556392648003db19e9c49b"
"Jaradat M., Al-Addous M., Albatayneh A., Dalala Z., Barbana N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083446861&doi=10.3390%2fapp10072418&partnerID=40&md5=f63dd9b0752603137b430071c6803ad3"
"Lee W.S., Park M.Y., Duong X.Q., Cao N.V., Chung J.D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083628581&doi=10.3390%2fen13081901&partnerID=40&md5=2fcc1cc0eae2d7dd000e552c7cc74bd4"
"Surtaev A., Serdyukov V., Malakhov I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074768694&doi=10.1016%2fj.expthermflusci.2019.109974&partnerID=40&md5=f05f6f8395c1a7b73531a663d981ecdb"
"Sztekler K., Kalawa W., Mlonka-Medrala A., Nowak W., Mika L., Krzywanski J., Grabowska K., Sosnowski M., Debniak M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082659292&doi=10.3390%2fe22030327&partnerID=40&md5=7977946bae09115d73c885049b301692"
"Mehralizadeh A., Reza Shabanian S., Bakeri G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075717409&doi=10.1016%2fj.tsep.2019.100451&partnerID=40&md5=df519814aeb61559c67df285851dabac"
"Zhao Z., Zhao K., Ma X., Chen X., Li S., Yang S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075872048&doi=10.1016%2fj.powtec.2019.11.066&partnerID=40&md5=5816b5f754c472112bdebd366e734004"
"Keklikcioglu Cakmak N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076084494&doi=10.1007%2fs10973-019-09096-6&partnerID=40&md5=d4edb6301d8e30e633b8b1b7bb7d087b"
"Zhang B.-C., Li Q.-L., Wang Y., Zhang J.-Q., Song J., Zhuang F.-C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080111588&doi=10.1631%2fjzus.A1900468&partnerID=40&md5=79dc423e53532732cca1f9c492f0f9cb"
"Sarafraz M.M., Tlili I., Tian Z., Khan A.R., Safaei M.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067930607&doi=10.1007%2fs10973-019-08435-x&partnerID=40&md5=27b1404f765daa44ccee0fa6147ba744"
"Pang L., Luo K., Yuan Y., Mao X., Fang Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075431278&doi=10.1016%2fj.energy.2019.116446&partnerID=40&md5=efc02cee8e72f1d00f1eaf4417036c33"
