Author(s) ID,Link
"57191980003;57191979410;54399809200;57191982935;57208754281;57193769725;56287201500;57208758250;57188851949;57193778385;56701210900;57203359032;57208756391;57194609421;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065743590&partnerID=40&md5=2db53860fbbc7c5a826ba8921b5be044"
