Author(s) ID,Link
"6701672859;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0742285375&doi=10.1109%2fMAP.2003.1252813&partnerID=40&md5=6b4f5682351fb90821552d532c342ec1"
"6701672859;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0742327298&doi=10.1109%2fAPS.1999.788306&partnerID=40&md5=db0ffadc0cde6eaf1e0d11437c71b689"
