Author(s) ID,Link
"24077858700;36349269000;36683447600;57202030149;7103277847;6508042542;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079527736&doi=10.1088%2f1361-6463%2fab642a&partnerID=40&md5=e2792e5d8ca76bb094e2efb82b98c649"
"24077858700;36349269000;36683447600;57202030149;7103277847;6508042542;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066937330&doi=10.1038%2fs41598-019-44191-6&partnerID=40&md5=ae02815a7832d285341862b6524f9d10"
