Author(s) ID,Link
"57203232029;57198717154;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35649008375&partnerID=40&md5=d6154f6c73ea065db1ee0ad46827a44f"
"57203232029;57198717154;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544247123&partnerID=40&md5=5f21c2c7d9b3fbd4d834f8403c4065bf"
