uid;code;name;country;latt;longt
12;BOJ;Bourgas (Black Sea);Bulgaria;0.0;0.0
48;TSE;Nur-Sultan;Kazakhstan;0.0;0.0
65;TLV;Tel-Aviv;Israel;0.0;0.0
